age_group,year,week,case_definition,white,black_african_american,american_indian,asian_pacific_islander,multiracial,hispanic,web_date
12-18,2022,2,At least one vaccine dose,0.555,0.589,0.58,0.8859999999999999,0.282,0.638,2022-05-21
5-11,2022,2,Completed vaccine series,0.284,0.113,0.188,0.37,0.159,0.168,2022-05-21
12-18,2022,2,Completed vaccine series,0.525,0.501,0.512,0.825,0.26,0.569,2022-05-21
5-11,2022,1,At least one vaccine dose,0.326,0.173,0.263,0.471,0.192,0.228,2022-05-21
12-18,2022,1,At least one vaccine dose,0.552,0.578,0.573,0.877,0.27899999999999997,0.629,2022-05-21
5-11,2022,1,Completed vaccine series,0.273,0.099,0.175,0.34,0.151,0.152,2022-05-21
12-18,2022,1,Completed vaccine series,0.522,0.494,0.507,0.818,0.258,0.564,2022-05-21
5-11,2021,52,At least one vaccine dose,0.316,0.155,0.249,0.441,0.184,0.211,2022-05-21
12-18,2021,52,At least one vaccine dose,0.5489999999999999,0.569,0.5660000000000001,0.87,0.278,0.623,2022-05-21
5-11,2021,52,Completed vaccine series,0.253,0.084,0.156,0.295,0.138,0.132,2022-05-21
12-18,2021,52,Completed vaccine series,0.518,0.488,0.502,0.81,0.256,0.5579999999999999,2022-05-21
5-11,2021,51,At least one vaccine dose,0.306,0.142,0.241,0.412,0.17600000000000002,0.199,2022-05-21
12-18,2021,51,At least one vaccine dose,0.546,0.56,0.563,0.865,0.276,0.618,2022-05-21
5-11,2021,51,Completed vaccine series,0.236,0.073,0.14,0.266,0.129,0.118,2022-05-21
12-18,2021,51,Completed vaccine series,0.515,0.484,0.498,0.8059999999999999,0.255,0.5539999999999999,2022-05-21
5-11,2021,50,At least one vaccine dose,0.29600000000000004,0.129,0.231,0.384,0.168,0.18600000000000003,2022-05-21
12-18,2021,50,At least one vaccine dose,0.544,0.5539999999999999,0.5589999999999999,0.8590000000000001,0.27399999999999997,0.614,2022-05-21
5-11,2021,50,Completed vaccine series,0.21899999999999997,0.063,0.123,0.233,0.118,0.107,2022-05-21
12-18,2021,50,Completed vaccine series,0.513,0.48,0.493,0.8009999999999999,0.254,0.551,2022-05-21
5-11,2021,49,At least one vaccine dose,0.28,0.109,0.213,0.344,0.157,0.165,2022-05-21
12-18,2021,49,At least one vaccine dose,0.541,0.5479999999999999,0.5539999999999999,0.851,0.272,0.61,2022-05-21
5-11,2021,49,Completed vaccine series,0.18,0.044,0.095,0.168,0.094,0.081,2022-05-21
12-18,2021,49,Completed vaccine series,0.509,0.476,0.484,0.795,0.252,0.546,2022-05-21
5-11,2021,48,At least one vaccine dose,0.263,0.095,0.194,0.309,0.146,0.14400000000000002,2022-05-21
12-18,2021,48,At least one vaccine dose,0.5379999999999999,0.542,0.55,0.847,0.271,0.603,2022-05-21
5-11,2021,48,Completed vaccine series,0.108,0.021,0.059,0.08199999999999999,0.055,0.043,2022-05-21
12-18,2021,48,Completed vaccine series,0.503,0.47,0.477,0.787,0.248,0.54,2022-05-21
5-11,2021,47,At least one vaccine dose,0.242,0.079,0.165,0.27,0.133,0.126,2022-05-21
12-18,2021,47,At least one vaccine dose,0.535,0.537,0.54,0.841,0.26899999999999996,0.598,2022-05-21
5-11,2021,47,Completed vaccine series,0.016,0.002,0.005,0.00699999999999999,0.009,0.005,2022-05-21
12-18,2021,47,Completed vaccine series,0.496,0.464,0.466,0.778,0.243,0.5329999999999999,2022-05-21
5-11,2021,46,At least one vaccine dose,0.207,0.06,0.138,0.21,0.11,0.102,2022-05-21
12-18,2021,46,At least one vaccine dose,0.531,0.532,0.534,0.835,0.267,0.593,2022-05-21
5-11,2021,46,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,46,Completed vaccine series,0.4920000000000001,0.46,0.46,0.773,0.241,0.529,2022-05-21
5-11,2021,45,At least one vaccine dose,0.132,0.02899999999999999,0.085,0.107,0.066,0.055,2022-05-21
12-18,2021,45,At least one vaccine dose,0.525,0.525,0.523,0.8270000000000001,0.263,0.5870000000000001,2022-05-21
5-11,2021,45,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,45,Completed vaccine series,0.488,0.455,0.455,0.767,0.239,0.524,2022-05-21
5-11,2021,44,At least one vaccine dose,0.027,0.005,0.016,0.01399999999999999,0.013,0.009,2022-05-21
12-18,2021,44,At least one vaccine dose,0.518,0.519,0.512,0.818,0.259,0.58,2022-05-21
5-11,2021,44,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,44,Completed vaccine series,0.484,0.449,0.449,0.762,0.237,0.52,2022-05-21
5-11,2021,43,At least one vaccine dose,0.001,0,0,0.001,0,0.001,2022-05-21
12-18,2021,43,At least one vaccine dose,0.513,0.513,0.506,0.812,0.256,0.574,2022-05-21
5-11,2021,43,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,43,Completed vaccine series,0.482,0.444,0.444,0.7559999999999999,0.235,0.515,2022-05-21
5-11,2021,42,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,42,At least one vaccine dose,0.51,0.508,0.501,0.8059999999999999,0.254,0.569,2022-05-21
12-18,2021,42,Completed vaccine series,0.479,0.43799999999999994,0.439,0.752,0.234,0.51,2022-05-21
5-11,2021,41,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,41,At least one vaccine dose,0.506,0.501,0.495,0.8,0.251,0.564,2022-05-21
5-11,2021,41,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,41,Completed vaccine series,0.475,0.4320000000000001,0.431,0.745,0.232,0.504,2022-05-21
5-11,2021,40,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,40,At least one vaccine dose,0.503,0.496,0.489,0.795,0.25,0.5589999999999999,2022-05-21
5-11,2021,40,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,40,Completed vaccine series,0.472,0.425,0.421,0.7390000000000001,0.229,0.498,2022-05-21
5-11,2021,39,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,39,At least one vaccine dose,0.501,0.49,0.483,0.79,0.248,0.5539999999999999,2022-05-21
5-11,2021,39,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,39,Completed vaccine series,0.467,0.418,0.411,0.732,0.227,0.491,2022-05-21
5-11,2021,38,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,38,At least one vaccine dose,0.49700000000000005,0.483,0.477,0.784,0.246,0.5479999999999999,2022-05-21
5-11,2021,38,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,38,Completed vaccine series,0.463,0.41,0.401,0.723,0.224,0.483,2022-05-21
5-11,2021,37,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
12-18,2021,37,At least one vaccine dose,0.494,0.475,0.465,0.778,0.243,0.542,2022-05-21
5-11,2021,37,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,37,Completed vaccine series,0.455,0.396,0.386,0.7090000000000001,0.22,0.47,2022-05-21
5-11,2021,36,At least one vaccine dose,0.001,0,0,0,0,0,2022-05-21
12-18,2021,36,At least one vaccine dose,0.489,0.467,0.453,0.7709999999999999,0.241,0.534,2022-05-21
5-11,2021,36,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,36,Completed vaccine series,0.445,0.38,0.373,0.693,0.215,0.455,2022-05-21
5-11,2021,35,At least one vaccine dose,0.001,0,0,0,0,0,2022-05-21
12-18,2021,35,At least one vaccine dose,0.485,0.456,0.44,0.762,0.238,0.525,2022-05-21
5-11,2021,35,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,35,Completed vaccine series,0.434,0.361,0.358,0.675,0.209,0.43700000000000006,2022-05-21
5-11,2021,34,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,34,At least one vaccine dose,0.474,0.43799999999999994,0.421,0.7440000000000001,0.233,0.51,2022-05-21
5-11,2021,34,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,34,Completed vaccine series,0.415,0.33899999999999997,0.33,0.655,0.2,0.415,2022-05-21
5-11,2021,33,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,33,At least one vaccine dose,0.465,0.42,0.406,0.726,0.227,0.493,2022-05-21
5-11,2021,33,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,33,Completed vaccine series,0.397,0.315,0.311,0.632,0.191,0.395,2022-05-21
5-11,2021,32,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,32,At least one vaccine dose,0.451,0.397,0.386,0.706,0.22,0.47,2022-05-21
12-18,2021,32,Completed vaccine series,0.384,0.299,0.298,0.614,0.185,0.377,2022-05-21
5-11,2021,31,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,31,At least one vaccine dose,0.4320000000000001,0.369,0.35700000000000004,0.6829999999999999,0.211,0.447,2022-05-21
5-11,2021,31,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,31,Completed vaccine series,0.374,0.287,0.287,0.6,0.18,0.364,2022-05-21
5-11,2021,30,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,30,At least one vaccine dose,0.412,0.34299999999999997,0.337,0.66,0.201,0.423,2022-05-21
5-11,2021,30,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,30,Completed vaccine series,0.3670000000000001,0.275,0.278,0.586,0.175,0.35200000000000004,2022-05-21
5-11,2021,29,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,29,At least one vaccine dose,0.398,0.324,0.321,0.64,0.194,0.404,2022-05-21
5-11,2021,29,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,29,Completed vaccine series,0.36,0.263,0.26899999999999996,0.5720000000000001,0.171,0.341,2022-05-21
5-11,2021,28,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,28,At least one vaccine dose,0.387,0.31,0.309,0.624,0.18899999999999997,0.389,2022-05-21
5-11,2021,28,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,28,Completed vaccine series,0.353,0.25,0.259,0.5529999999999999,0.166,0.327,2022-05-21
5-11,2021,27,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,27,At least one vaccine dose,0.379,0.297,0.3,0.611,0.183,0.376,2022-05-21
5-11,2021,27,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,27,Completed vaccine series,0.344,0.236,0.247,0.53,0.16,0.309,2022-05-21
5-11,2021,26,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,26,At least one vaccine dose,0.373,0.28600000000000003,0.292,0.596,0.179,0.365,2022-05-21
5-11,2021,26,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,26,Completed vaccine series,0.33399999999999996,0.22,0.234,0.504,0.154,0.292,2022-05-21
5-11,2021,25,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,25,At least one vaccine dose,0.366,0.272,0.28300000000000003,0.578,0.174,0.35,2022-05-21
5-11,2021,25,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,25,Completed vaccine series,0.32,0.202,0.217,0.475,0.147,0.272,2022-05-21
5-11,2021,24,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,24,At least one vaccine dose,0.35700000000000004,0.257,0.271,0.557,0.168,0.33299999999999996,2022-05-21
12-18,2021,24,Completed vaccine series,0.303,0.179,0.196,0.43799999999999994,0.136,0.245,2022-05-21
5-11,2021,23,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,23,At least one vaccine dose,0.34700000000000003,0.24,0.258,0.528,0.162,0.313,2022-05-21
5-11,2021,23,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,23,Completed vaccine series,0.267,0.145,0.156,0.373,0.118,0.202,2022-05-21
5-11,2021,22,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,22,At least one vaccine dose,0.33399999999999996,0.22,0.239,0.49700000000000005,0.154,0.292,2022-05-21
5-11,2021,22,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,22,Completed vaccine series,0.17600000000000002,0.08900000000000001,0.08900000000000001,0.244,0.071,0.129,2022-05-21
5-11,2021,21,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,21,At least one vaccine dose,0.318,0.198,0.221,0.464,0.14300000000000002,0.267,2022-05-21
12-18,2021,21,Completed vaccine series,0.128,0.068,0.073,0.184,0.048,0.099,2022-05-21
5-11,2021,20,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,20,At least one vaccine dose,0.28600000000000003,0.16399999999999998,0.17600000000000002,0.406,0.126,0.227,2022-05-21
5-11,2021,20,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,20,Completed vaccine series,0.116,0.05599999999999999,0.067,0.16699999999999998,0.043,0.084,2022-05-21
5-11,2021,19,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,19,At least one vaccine dose,0.18899999999999997,0.098,0.1,0.263,0.077,0.14300000000000002,2022-05-21
12-18,2021,19,Completed vaccine series,0.092,0.037,0.05599999999999999,0.12,0.032,0.05799999999999999,2022-05-21
5-11,2021,18,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,18,At least one vaccine dose,0.134,0.07400000000000001,0.08,0.194,0.051,0.107,2022-05-21
12-18,2021,18,Completed vaccine series,0.066,0.024,0.043,0.078,0.022,0.038,2022-05-21
5-11,2021,17,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,17,At least one vaccine dose,0.123,0.062,0.07400000000000001,0.177,0.045,0.094,2022-05-21
5-11,2021,17,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,17,Completed vaccine series,0.045,0.015,0.031,0.051,0.013,0.026,2022-05-21
5-11,2021,16,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,16,At least one vaccine dose,0.1,0.042,0.062,0.131,0.035,0.067,2022-05-21
12-18,2021,16,Completed vaccine series,0.02899999999999999,0.011,0.022,0.031,0.00699999999999999,0.017,2022-05-21
5-11,2021,15,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,15,At least one vaccine dose,0.073,0.027,0.051,0.087,0.024,0.044,2022-05-21
12-18,2021,15,Completed vaccine series,0.019,0.008,0.015,0.02,0.004,0.011,2022-05-21
5-11,2021,14,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,14,At least one vaccine dose,0.05,0.018,0.035,0.057,0.01399999999999999,0.02899999999999999,2022-05-21
12-18,2021,14,Completed vaccine series,0.012,0.005,0.008,0.013,0.003,0.00699999999999999,2022-05-21
5-11,2021,13,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,13,At least one vaccine dose,0.031,0.012,0.025,0.034,0.008,0.019,2022-05-21
12-18,2021,13,Completed vaccine series,0.00699999999999999,0.003,0.005,0.00699999999999999,0.001,0.004,2022-05-21
12-18,2021,12,At least one vaccine dose,0.019,0.008,0.017,0.02,0.005,0.012,2022-05-21
12-18,2021,12,Completed vaccine series,0.005,0.002,0.003,0.004,0.001,0.003,2022-05-21
12-18,2021,11,At least one vaccine dose,0.012,0.005,0.01,0.013,0.003,0.00699999999999999,2022-05-21
12-18,2021,11,Completed vaccine series,0.004,0.002,0.003,0.003,0.001,0.002,2022-05-21
5-11,2021,10,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,10,At least one vaccine dose,0.008,0.004,0.00699999999999999,0.009,0.002,0.004,2022-05-21
5-11,2021,10,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,10,Completed vaccine series,0.004,0.001,0.002,0.003,0.001,0.002,2022-05-21
5-11,2021,9,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,9,At least one vaccine dose,0.005,0.003,0.005,0.005,0.001,0.003,2022-05-21
12-18,2021,9,Completed vaccine series,0.003,0.001,0,0.002,0,0.002,2022-05-21
5-11,2021,8,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,8,At least one vaccine dose,0.004,0.002,0.005,0.004,0.001,0.003,2022-05-21
12-18,2021,8,Completed vaccine series,0.003,0.001,0,0.002,0,0.002,2022-05-21
5-11,2021,7,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,7,At least one vaccine dose,0.004,0.002,0.003,0.004,0.001,0.002,2022-05-21
12-18,2021,7,Completed vaccine series,0.002,0.001,0,0.001,0,0.001,2022-05-21
5-11,2021,6,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,6,At least one vaccine dose,0.004,0.001,0.002,0.003,0.001,0.002,2022-05-21
12-18,2021,6,Completed vaccine series,0.002,0,0,0.001,0,0.001,2022-05-21
5-11,2021,5,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,5,At least one vaccine dose,0.003,0.001,0,0.003,0.001,0.002,2022-05-21
12-18,2021,5,Completed vaccine series,0.001,0,0,0.001,0,0.001,2022-05-21
5-11,2021,4,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,4,At least one vaccine dose,0.003,0.001,0,0.002,0,0.002,2022-05-21
12-18,2021,4,Completed vaccine series,0,0,0,0,0,0,2022-05-21
5-11,2021,3,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,3,At least one vaccine dose,0.002,0.001,0,0.001,0,0.001,2022-05-21
12-18,2021,3,Completed vaccine series,0,0,0,0,0,0,2022-05-21
5-11,2021,2,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,2,At least one vaccine dose,0.001,0,0,0.001,0,0.001,2022-05-21
12-18,2021,2,Completed vaccine series,0,0,0,0,0,0,2022-05-21
5-11,2021,1,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2021,1,At least one vaccine dose,0.001,0,0,0.001,0,0,2022-05-21
5-11,2021,1,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2021,1,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2020,53,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2020,53,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2020,52,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
5-11,2020,51,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2020,51,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
12-18,2020,51,Completed vaccine series,0,0,0,0,0,0,2022-05-21
5-11,2020,50,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
5-11,2020,49,Completed vaccine series,0,0,0,0,0,0,2022-05-21
12-18,2020,47,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
5-11,2020,46,At least one vaccine dose,0,0,0,0,0,0,2022-05-21
11-May,2022,19,Up to date vaccine doses,0.35200000000000004,0.245,0.29100000000000004,0.617,0.215,0.294,2022-05-20
18-Dec,2022,19,Up to date vaccine doses,0.276,0.231,0.262,0.461,0.14400000000000002,0.27699999999999997,2022-05-20
65+,2022,17,Up to date vaccine doses,0.816,0.772,0.639,0.89,0.688,0.698,2022-05-06
5-11,2022,17,Up to date vaccine doses,0.318,0.222,0.27399999999999997,0.564,0.214,0.262,2022-05-06
5+,2022,17,Up to date vaccine doses,0.466,0.271,0.318,0.523,0.222,0.318,2022-05-06
45-64,2022,17,Up to date vaccine doses,0.485,0.463,0.421,0.685,0.398,0.517,2022-05-06
19-44,2022,17,Up to date vaccine doses,0.35100000000000003,0.188,0.247,0.445,0.199,0.28,2022-05-06
12-18,2022,17,Up to date vaccine doses,0.203,0.103,0.151,0.321,0.105,0.159,2022-05-06
12+,2022,17,Up to date vaccine doses,0.479,0.28,0.325,0.517,0.224,0.32899999999999996,2022-05-06
65+,2022,16,Up to date vaccine doses,0.8140000000000001,0.767,0.636,0.887,0.687,0.695,2022-05-06
5-11,2022,16,Up to date vaccine doses,0.318,0.22,0.271,0.562,0.213,0.26,2022-05-06
5+,2022,16,Up to date vaccine doses,0.464,0.26899999999999996,0.315,0.521,0.221,0.316,2022-05-06
45-64,2022,16,Up to date vaccine doses,0.484,0.46,0.418,0.682,0.397,0.514,2022-05-06
19-44,2022,16,Up to date vaccine doses,0.35,0.18600000000000003,0.244,0.4429999999999999,0.198,0.27899999999999997,2022-05-06
12-18,2022,16,Up to date vaccine doses,0.201,0.102,0.14800000000000002,0.318,0.104,0.157,2022-05-06
12+,2022,16,Up to date vaccine doses,0.478,0.278,0.322,0.515,0.223,0.327,2022-05-06
65+,2022,15,Up to date vaccine doses,0.812,0.763,0.633,0.882,0.684,0.691,2022-05-06
5-11,2022,15,Up to date vaccine doses,0.317,0.218,0.26899999999999996,0.5589999999999999,0.213,0.259,2022-05-06
5+,2022,15,Up to date vaccine doses,0.463,0.267,0.312,0.518,0.22,0.314,2022-05-06
45-64,2022,15,Up to date vaccine doses,0.482,0.457,0.415,0.68,0.395,0.511,2022-05-06
19-44,2022,15,Up to date vaccine doses,0.349,0.185,0.241,0.441,0.198,0.27699999999999997,2022-05-06
12-18,2022,15,Up to date vaccine doses,0.2,0.1,0.145,0.314,0.102,0.154,2022-05-06
12+,2022,15,Up to date vaccine doses,0.476,0.276,0.319,0.513,0.222,0.325,2022-05-06
65+,2022,14,Up to date vaccine doses,0.81,0.758,0.63,0.878,0.6809999999999999,0.687,2022-05-06
5-11,2022,14,Up to date vaccine doses,0.316,0.21600000000000005,0.268,0.556,0.212,0.257,2022-05-06
5+,2022,14,Up to date vaccine doses,0.462,0.264,0.309,0.515,0.21899999999999997,0.311,2022-05-06
45-64,2022,14,Up to date vaccine doses,0.481,0.453,0.412,0.677,0.393,0.508,2022-05-06
19-44,2022,14,Up to date vaccine doses,0.348,0.183,0.239,0.439,0.197,0.275,2022-05-06
12-18,2022,14,Up to date vaccine doses,0.198,0.098,0.14300000000000002,0.31,0.101,0.152,2022-05-06
12+,2022,14,Up to date vaccine doses,0.475,0.273,0.316,0.51,0.221,0.322,2022-05-06
65+,2022,13,Up to date vaccine doses,0.8079999999999999,0.754,0.628,0.8740000000000001,0.679,0.684,2022-05-06
5-11,2022,13,Up to date vaccine doses,0.315,0.213,0.266,0.552,0.211,0.256,2022-05-06
5+,2022,13,Up to date vaccine doses,0.46,0.262,0.307,0.512,0.217,0.309,2022-05-06
45-64,2022,13,Up to date vaccine doses,0.48,0.449,0.409,0.674,0.391,0.504,2022-05-06
19-44,2022,13,Up to date vaccine doses,0.34700000000000003,0.181,0.236,0.43700000000000006,0.196,0.272,2022-05-06
12-18,2022,13,Up to date vaccine doses,0.197,0.096,0.14,0.306,0.1,0.149,2022-05-06
12+,2022,13,Up to date vaccine doses,0.473,0.271,0.313,0.507,0.21899999999999997,0.319,2022-05-06
